f;t;r;value
Entero;1;1;55.596
Medio Pollo;1;1;77.29199999999999
Medio Pollo Superior;1;1;416.90099461558736
Medio Pollo Inferior;1;1;81.35999999999999
Cuarto de Pollo Superior;1;1;468.06409137212796
Muslo Entero;1;1;466.1458050665052
Pechuga Completa;1;1;780.800475677962
Ala Completa;1;1;304.0966784813289
Media Pechuga;1;1;393.2554991034208
Blanqueta;1;1;8.136
Alón;1;1;1.3559999999999999
Punta;1;1;6.377946278550176
Jamoncito;1;1;63.73199999999999
Medio Muslo;1;1;844.6861852469724
Entero;2;1;55.596
Medio Pollo;2;1;77.29199999999999
Medio Pollo Superior;2;1;98.98799999999999
Medio Pollo Inferior;2;1;551.093635724366
Cuarto de Pollo Superior;2;1;191.3351033472704
Muslo Entero;2;1;900.2739114322206
Pechuga Completa;2;1;862.634044815212
Ala Completa;2;1;511.35314641652946
Media Pechuga;2;1;1182.8416830757408
Blanqueta;2;1;8.136
Alón;2;1;11.993841641408503
Punta;2;1;7.721637588083771
Jamoncito;2;1;63.73199999999999
Medio Muslo;2;1;85.68068701024556
Entero;3;1;377.1254046867021
Medio Pollo;3;1;77.29199999999999
Medio Pollo Superior;3;1;98.98799999999999
Medio Pollo Inferior;3;1;139.4159892673671
Cuarto de Pollo Superior;3;1;749.255657296989
Muslo Entero;3;1;625.4162980200371
Pechuga Completa;3;1;1676.8024954863988
Ala Completa;3;1;503.47006247082993
Media Pechuga;3;1;1391.5921094623136
Blanqueta;3;1;58.82029647544801
Alón;3;1;28.82330880917454
Punta;3;1;11.136640862137316
Jamoncito;3;1;63.73199999999999
Medio Muslo;3;1;75.93599999999999
Entero;4;1;597.7456344473676
Medio Pollo;4;1;393.1451375288735
Medio Pollo Superior;4;1;98.98799999999999
Medio Pollo Inferior;4;1;81.35999999999999
Cuarto de Pollo Superior;4;1;272.4645848152925
Muslo Entero;4;1;561.7984678996547
Pechuga Completa;4;1;1765.8731446743361
Ala Completa;4;1;674.568614304454
Media Pechuga;4;1;1589.4080423745409
Blanqueta;4;1;61.31466283392698
Alón;4;1;49.02340142077607
Punta;4;1;17.573120982270474
Jamoncito;4;1;63.73199999999999
Medio Muslo;4;1;798.7442869113926
Entero;5;1;623.6594387599226
Medio Pollo;5;1;900.438364589195
Medio Pollo Superior;5;1;98.98799999999999
Medio Pollo Inferior;5;1;81.35999999999999
Cuarto de Pollo Superior;5;1;116.61599999999999
Muslo Entero;5;1;604.4254482832274
Pechuga Completa;5;1;2059.1691630833725
Ala Completa;5;1;909.628226065525
Media Pechuga;5;1;2202.457102535901
Blanqueta;5;1;27.477019405186464
Alón;5;1;46.20048182832104
Punta;5;1;22.224153172536326
Jamoncito;5;1;166.5340246453916
Medio Muslo;5;1;386.3726315707222
Entero;6;1;880.4351758062032
Medio Pollo;6;1;431.43281097476637
Medio Pollo Superior;6;1;530.9793224169701
Medio Pollo Inferior;6;1;141.32460967036988
Cuarto de Pollo Superior;6;1;116.61599999999999
Muslo Entero;6;1;1094.2737253403868
Pechuga Completa;6;1;1407.773710509223
Ala Completa;6;1;1024.8315304699895
Media Pechuga;6;1;2083.945239225565
Blanqueta;6;1;56.418761885490014
Alón;6;1;54.459549850260935
Punta;6;1;22.24102208097968
Jamoncito;6;1;114.1187840221739
Medio Muslo;6;1;169.61517560286308
Entero;7;1;942.1494297852948
Medio Pollo;7;1;600.3303539544804
Medio Pollo Superior;7;1;102.10517935159582
Medio Pollo Inferior;7;1;212.1402847478449
Cuarto de Pollo Superior;7;1;201.12351964606964
Muslo Entero;7;1;1592.6405102875647
Pechuga Completa;7;1;2074.4299313906076
Ala Completa;7;1;1295.4368358784966
Media Pechuga;7;1;2881.414352127455
Blanqueta;7;1;96.14762447090645
Alón;7;1;63.60603921103115
Punta;7;1;23.77786373035444
Jamoncito;7;1;469.68419697224635
Medio Muslo;7;1;772.591790487227
Entero;8;1;870.461193770043
Medio Pollo;8;1;1086.865125443509
Medio Pollo Superior;8;1;98.98799999999999
Medio Pollo Inferior;8;1;371.0121068154163
Cuarto de Pollo Superior;8;1;538.5195482389486
Muslo Entero;8;1;1765.991971524319
Pechuga Completa;8;1;2903.3107792438777
Ala Completa;8;1;1159.8037303713718
Media Pechuga;8;1;3689.218202149618
Blanqueta;8;1;92.45982197424978
Alón;8;1;71.13321433049964
Punta;8;1;18.351800761721865
Jamoncito;8;1;414.9684577738101
Medio Muslo;8;1;217.48441067300718
Entero;9;1;1229.0913990907236
Medio Pollo;9;1;763.0611136015974
Medio Pollo Superior;9;1;738.725059266872
Medio Pollo Inferior;9;1;785.3593271783794
Cuarto de Pollo Superior;9;1;262.1314924282353
Muslo Entero;9;1;2199.617688446575
Pechuga Completa;9;1;2675.214914470491
Ala Completa;9;1;1196.781946815813
Media Pechuga;9;1;3027.6417932067384
Blanqueta;9;1;49.554290760617164
Alón;9;1;49.6030969634823
Punta;9;1;15.196038262810987
Jamoncito;9;1;639.568878941228
Medio Muslo;9;1;75.93599999999999
Entero;10;1;858.1753169915729
Medio Pollo;10;1;276.716804866913
Medio Pollo Superior;10;1;312.34326160572346
Medio Pollo Inferior;10;1;1100.1447912421233
Cuarto de Pollo Superior;10;1;964.4760818750268
Muslo Entero;10;1;2496.7975101738443
Pechuga Completa;10;1;2906.7755462509153
Ala Completa;10;1;1425.0601906373079
